Date,"	Time","	DetNo","		Stable","		GMean","			OMean","			Gain","					HV","						Offset",,,,,,,,,,,,,,,,,,,,,
5/12/2021,18:00,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,18:47,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,19:31,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,20:17,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,21:03,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,21:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,22:35,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
5/12/2021,23:21,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,0:07,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,0:55,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,1:39,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,2:25,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,3:11,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,3:59,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,4:43,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,5:29,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,6:15,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,7:01,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,7:47,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,8:33,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,9:19,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,10:05,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,10:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,11:37,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,12:23,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,13:09,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,13:55,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,14:41,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,15:27,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,16:13,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,16:59,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,17:45,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,18:31,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,19:17,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,20:01,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,20:49,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,21:35,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,22:21,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,23:05,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
6/12/2021,23:53,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,0:39,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,1:25,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,2:09,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,2:57,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,3:43,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,4:29,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,5:13,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,6:00,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,6:47,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,7:31,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,8:17,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,9:03,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,9:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,10:35,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,11:21,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,12:07,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,12:55,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,13:39,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,14:25,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,15:11,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,15:59,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,16:43,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,17:29,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,18:15,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,19:01,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,19:47,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,20:33,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,21:19,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,22:05,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,22:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
7/12/2021,23:37,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,0:23,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,1:09,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,1:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,2:37,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,3:21,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,4:00,,,,,,,,,,,,,,,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,4:43,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,5:25,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,6:11,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,6:57,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,7:39,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,8:25,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,9:09,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,9:51,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,10:27,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,11:05,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,11:47,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,12:27,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,13:11,,,,,,,,,,,,,,,,,,,,,,4,1,180.086265,0,0.676705,815,0
8/12/2021,13:51,,,,,,,,,,,,,,,,,,,,,,4,1,180.086265,0,0.676705,815,0
8/12/2021,14:35,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,15:21,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,16:05,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,16:54,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,17:38,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,18:18,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,19:02,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,19:42,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,20:24,,,,,,,,,,,,,,,,,,,,,,4,1,180.086265,0,0.676705,815,0
8/12/2021,21:06,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,,,,,,,
8/12/2021,21:46,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,22:24,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,23:06,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
8/12/2021,23:50,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,,,,,,,,,,,,,,
9/12/2021,0:28,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,1:10,,,,,,,,,,,,,,,,,,,,,,4,1,180.086265,0,0.676705,815,0
9/12/2021,1:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,2:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,3:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,4:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,5:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,5:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,6:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,7:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,8:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,9:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,9:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,10:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,11:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,12:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,13:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,13:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,14:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,15:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,16:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,17:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,17:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,18:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,19:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,20:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,21:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,21:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,22:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
9/12/2021,23:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,0:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,1:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,1:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,2:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,3:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,4:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,5:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,5:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,6:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,7:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,8:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,9:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,9:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,10:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,11:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,12:20,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,13:08,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,13:56,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,14:44,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
10/12/2021,15:32,1,1,180.045144,0,0.689922,885,0,2,1,179.98655,0,0.65828,785,0,3,1,179.941566,0,0.711789,885,0,4,1,180.086265,0,0.676705,815,0
